loss,accuracy,val_loss,val_accuracy
0.42761831816611706,0.8292236924171448,0.3148018276332209,0.894412636756897
0.2043821069181029,0.9260265231132507,0.2337838923113505,0.9164246916770935
0.15676563730971108,0.9441143274307251,0.21057853664795625,0.9286274909973145
0.128683874344652,0.95396488904953,0.19062032913308985,0.9353370666503906
0.11125277303187218,0.9613236784934998,0.18457528777823365,0.9400847554206848
0.0963952115287122,0.9662534594535828,0.1777373720341955,0.9410656690597534
0.08688694599137739,0.9702779650688171,0.18252578076145615,0.9413011074066162
0.07737751993183623,0.973513662815094,0.16661021886518404,0.9468335509300232
0.0705853163135128,0.97571861743927,0.1819129677467913,0.9469120502471924
0.06376223333186429,0.97828209400177,0.16350806132046664,0.950364887714386
0.05903144292958794,0.9801733493804932,0.15948757478274608,0.950639545917511
0.05341109831899497,0.9818315505981445,0.16809921445302944,0.951777458190918
0.04995925908366769,0.9830774068832397,0.15218426969013732,0.9551910758018494
0.0457819232298722,0.9844039678573608,0.17874302394102864,0.954249382019043
0.04238595511878718,0.9857215881347656,0.16554888617810098,0.9552695751190186
0.03976816654307114,0.9867344498634338,0.15816084695388694,0.9569175243377686
0.036396068179032647,0.9879176020622253,0.14733834199216805,0.9590755701065063
0.03477940763621881,0.9881327152252197,0.13972741527243002,0.9604881405830383
0.031434971932199074,0.98974609375,0.1630868740705185,0.9567213654518127
0.02923681855514374,0.9907320141792297,0.1619482258361651,0.9584477543830872
0.026988262264469952,0.9908485412597656,0.15914019549276173,0.9599780440330505
0.026129877173776232,0.9913056492805481,0.1643827584302672,0.9591540694236755
0.024273177060548743,0.9918524026870728,0.16539853502604018,0.9584477543830872
0.02383241932387714,0.9924439787864685,0.15547000898783808,0.9604488611221313
0.0219398836299109,0.9928832054138184,0.15378792306065808,0.9604881405830383
